,Year,Time Occurred,Crime Code Description,Count,Hour
70852,2014,15:04:00,VEHICLE - STOLEN,1,15.44
70856,2014,15:05:00,BATTERY - SIMPLE ASSAULT,101,15.45
70863,2014,15:05:00,BURGLARY,40,15.45
70864,2014,15:05:00,BURGLARY FROM VEHICLE,23,15.45
70891,2014,15:05:00,THEFT OF IDENTITY,11,15.45
70901,2014,15:05:00,VEHICLE - STOLEN,11,15.45
70906,2014,15:06:00,THEFT OF IDENTITY,1,15.46
70909,2014,15:07:00,BATTERY - SIMPLE ASSAULT,1,15.47
70926,2014,15:00:00,BATTERY - SIMPLE ASSAULT,65,15.5
70930,2014,15:00:00,BURGLARY,9,15.5
70931,2014,15:00:00,BURGLARY FROM VEHICLE,4,15.5
70955,2014,15:00:00,THEFT OF IDENTITY,9,15.5
70963,2014,15:00:00,VEHICLE - STOLEN,8,15.5
70966,2014,15:01:00,BURGLARY FROM VEHICLE,1,15.51
70982,2014,15:04:00,THEFT OF IDENTITY,1,15.54
70986,2014,15:05:00,BATTERY - SIMPLE ASSAULT,20,15.55
70991,2014,15:05:00,BURGLARY,4,15.55
70992,2014,15:05:00,BURGLARY FROM VEHICLE,2,15.55
71013,2014,15:05:00,THEFT OF IDENTITY,4,15.55
71019,2014,15:05:00,VEHICLE - STOLEN,4,15.55
71021,2014,15:06:00,BATTERY - SIMPLE ASSAULT,1,15.56
71028,2014,15:07:00,BATTERY - SIMPLE ASSAULT,1,15.57
71050,2014,16:00:00,BATTERY - SIMPLE ASSAULT,317,16.0
71057,2014,16:00:00,BURGLARY,376,16.0
71058,2014,16:00:00,BURGLARY FROM VEHICLE,339,16.0
71120,2014,16:00:00,THEFT OF IDENTITY,267,16.0
71134,2014,16:00:00,VEHICLE - STOLEN,397,16.0
71147,2014,16:04:00,BURGLARY,1,16.04
71152,2014,16:04:00,THEFT OF IDENTITY,1,16.04
71157,2014,16:05:00,BATTERY - SIMPLE ASSAULT,30,16.05
71161,2014,16:05:00,BURGLARY,3,16.05
71162,2014,16:05:00,BURGLARY FROM VEHICLE,2,16.05
71190,2014,16:05:00,VEHICLE - STOLEN,3,16.05
71198,2014,16:07:00,BATTERY - SIMPLE ASSAULT,1,16.07
71202,2014,16:08:00,BURGLARY,1,16.08
71203,2014,16:08:00,BURGLARY FROM VEHICLE,1,16.08
71205,2014,16:08:00,THEFT OF IDENTITY,1,16.08
71213,2014,16:09:00,THEFT OF IDENTITY,1,16.09
71218,2014,16:00:00,BATTERY - SIMPLE ASSAULT,47,16.1
71224,2014,16:00:00,BURGLARY,10,16.1
71225,2014,16:00:00,BURGLARY FROM VEHICLE,7,16.1
71248,2014,16:00:00,THEFT OF IDENTITY,7,16.1
71257,2014,16:00:00,VEHICLE - STOLEN,6,16.1
71263,2014,16:02:00,BURGLARY,1,16.12
71267,2014,16:02:00,VEHICLE - STOLEN,1,16.12
71272,2014,16:03:00,THEFT OF IDENTITY,2,16.13
71282,2014,16:05:00,BATTERY - SIMPLE ASSAULT,87,16.15
71288,2014,16:05:00,BURGLARY,23,16.15
71289,2014,16:05:00,BURGLARY FROM VEHICLE,17,16.15
71321,2014,16:05:00,THEFT OF IDENTITY,7,16.15
71330,2014,16:05:00,VEHICLE - STOLEN,7,16.15
71341,2014,16:08:00,BURGLARY,1,16.18
71351,2014,16:00:00,BATTERY - SIMPLE ASSAULT,59,16.2
71356,2014,16:00:00,BURGLARY,13,16.2
71357,2014,16:00:00,BURGLARY FROM VEHICLE,7,16.2
71378,2014,16:00:00,THEFT OF IDENTITY,8,16.2
71385,2014,16:00:00,VEHICLE - STOLEN,10,16.2
71395,2014,16:03:00,BURGLARY,1,16.23
71396,2014,16:03:00,THEFT OF IDENTITY,1,16.23
71398,2014,16:04:00,BATTERY - SIMPLE ASSAULT,1,16.24
71406,2014,16:05:00,BATTERY - SIMPLE ASSAULT,19,16.25
71408,2014,16:05:00,BURGLARY,5,16.25
71409,2014,16:05:00,BURGLARY FROM VEHICLE,4,16.25
71427,2014,16:05:00,THEFT OF IDENTITY,2,16.25
71434,2014,16:05:00,VEHICLE - STOLEN,4,16.25
71439,2014,16:06:00,BURGLARY,2,16.26
71443,2014,16:07:00,THEFT OF IDENTITY,1,16.27
71446,2014,16:08:00,THEFT OF IDENTITY,1,16.28
71452,2014,16:00:00,BATTERY - SIMPLE ASSAULT,211,16.3
71461,2014,16:00:00,BURGLARY,168,16.3
71462,2014,16:00:00,BURGLARY FROM VEHICLE,131,16.3
71514,2014,16:00:00,THEFT OF IDENTITY,55,16.3
71524,2014,16:00:00,VEHICLE - STOLEN,138,16.3
71527,2014,16:01:00,BURGLARY,1,16.31
71536,2014,16:04:00,BATTERY - SIMPLE ASSAULT,2,16.34
71539,2014,16:04:00,THEFT OF IDENTITY,2,16.34
71545,2014,16:05:00,BATTERY - SIMPLE ASSAULT,27,16.35
71550,2014,16:05:00,BURGLARY,8,16.35
71551,2014,16:05:00,BURGLARY FROM VEHICLE,4,16.35
71570,2014,16:05:00,THEFT OF IDENTITY,1,16.35
71576,2014,16:05:00,VEHICLE - STOLEN,8,16.35
71586,2014,16:08:00,BURGLARY,1,16.38
71598,2014,16:00:00,BATTERY - SIMPLE ASSAULT,46,16.4
71605,2014,16:00:00,BURGLARY,9,16.4
71606,2014,16:00:00,BURGLARY FROM VEHICLE,17,16.4
71634,2014,16:00:00,THEFT OF IDENTITY,4,16.4
71642,2014,16:00:00,VEHICLE - STOLEN,12,16.4
71651,2014,16:02:00,THEFT OF IDENTITY,1,16.42
71653,2014,16:03:00,BATTERY - SIMPLE ASSAULT,1,16.43
71656,2014,16:03:00,THEFT OF IDENTITY,2,16.43
71661,2014,16:05:00,BATTERY - SIMPLE ASSAULT,72,16.45
71669,2014,16:05:00,BURGLARY,26,16.45
71670,2014,16:05:00,BURGLARY FROM VEHICLE,17,16.45
71702,2014,16:05:00,THEFT OF IDENTITY,17,16.45
71711,2014,16:05:00,VEHICLE - STOLEN,19,16.45
71716,2014,16:06:00,BURGLARY FROM VEHICLE,1,16.46
71720,2014,16:07:00,BATTERY - SIMPLE ASSAULT,1,16.47
71723,2014,16:07:00,THEFT OF IDENTITY,1,16.47
71725,2014,16:08:00,BURGLARY FROM VEHICLE,1,16.48
71728,2014,16:09:00,BURGLARY,1,16.49
71737,2014,16:00:00,BATTERY - SIMPLE ASSAULT,51,16.5
71743,2014,16:00:00,BURGLARY,14,16.5
71744,2014,16:00:00,BURGLARY FROM VEHICLE,10,16.5
71768,2014,16:00:00,THEFT OF IDENTITY,4,16.5
71776,2014,16:00:00,VEHICLE - STOLEN,8,16.5
71780,2014,16:01:00,THEFT OF IDENTITY,1,16.51
71784,2014,16:02:00,BURGLARY,1,16.52
71787,2014,16:02:00,THEFT OF IDENTITY,1,16.52
71789,2014,16:02:00,VEHICLE - STOLEN,1,16.52
71791,2014,16:03:00,VEHICLE - STOLEN,1,16.53
71797,2014,16:04:00,VEHICLE - STOLEN,1,16.54
71799,2014,16:05:00,BATTERY - SIMPLE ASSAULT,11,16.55
71801,2014,16:05:00,BURGLARY,1,16.55
71802,2014,16:05:00,BURGLARY FROM VEHICLE,4,16.55
71821,2014,16:05:00,THEFT OF IDENTITY,2,16.55
71827,2014,16:05:00,VEHICLE - STOLEN,3,16.55
71837,2014,16:08:00,BATTERY - SIMPLE ASSAULT,1,16.58
71843,2014,16:09:00,THEFT OF IDENTITY,1,16.59
71848,2014,17:00:00,BATTERY - SIMPLE ASSAULT,338,17.0
71857,2014,17:00:00,BURGLARY,425,17.0
71858,2014,17:00:00,BURGLARY FROM VEHICLE,510,17.0
71911,2014,17:00:00,THEFT OF IDENTITY,200,17.0
71923,2014,17:00:00,VEHICLE - STOLEN,544,17.0
71927,2014,17:01:00,BATTERY - SIMPLE ASSAULT,1,17.01
71929,2014,17:01:00,THEFT OF IDENTITY,1,17.01
71931,2014,17:02:00,BATTERY - SIMPLE ASSAULT,1,17.02
71932,2014,17:02:00,BURGLARY,1,17.02
71946,2014,17:05:00,BATTERY - SIMPLE ASSAULT,21,17.05
71948,2014,17:05:00,BURGLARY,5,17.05
71949,2014,17:05:00,BURGLARY FROM VEHICLE,3,17.05
71971,2014,17:05:00,VEHICLE - STOLEN,3,17.05
71974,2014,17:07:00,BATTERY - SIMPLE ASSAULT,1,17.07
71977,2014,17:07:00,THEFT OF IDENTITY,2,17.07
71981,2014,17:08:00,THEFT OF IDENTITY,1,17.08
71987,2014,17:09:00,BURGLARY,1,17.09
71993,2014,17:00:00,BATTERY - SIMPLE ASSAULT,35,17.1
71996,2014,17:00:00,BURGLARY,14,17.1
71997,2014,17:00:00,BURGLARY FROM VEHICLE,5,17.1
72016,2014,17:00:00,THEFT OF IDENTITY,5,17.1
72024,2014,17:00:00,VEHICLE - STOLEN,4,17.1
72034,2014,17:02:00,THEFT OF IDENTITY,2,17.12
72039,2014,17:04:00,THEFT OF IDENTITY,1,17.14
72044,2014,17:05:00,BATTERY - SIMPLE ASSAULT,73,17.15
72051,2014,17:05:00,BURGLARY,40,17.15
72052,2014,17:05:00,BURGLARY FROM VEHICLE,18,17.15
72075,2014,17:05:00,THEFT OF IDENTITY,7,17.15
72085,2014,17:05:00,VEHICLE - STOLEN,14,17.15
72091,2014,17:07:00,BATTERY - SIMPLE ASSAULT,1,17.17
72100,2014,17:08:00,THEFT OF IDENTITY,1,17.18
72103,2014,17:09:00,BURGLARY,1,17.19
72109,2014,17:00:00,BATTERY - SIMPLE ASSAULT,63,17.2
72113,2014,17:00:00,BURGLARY,24,17.2
72114,2014,17:00:00,BURGLARY FROM VEHICLE,11,17.2
72139,2014,17:00:00,THEFT OF IDENTITY,6,17.2
72149,2014,17:00:00,VEHICLE - STOLEN,11,17.2
72157,2014,17:02:00,THEFT OF IDENTITY,1,17.22
72159,2014,17:02:00,VEHICLE - STOLEN,2,17.22
72161,2014,17:03:00,BATTERY - SIMPLE ASSAULT,2,17.23
72164,2014,17:03:00,THEFT OF IDENTITY,1,17.23
72165,2014,17:04:00,BURGLARY,1,17.24
72170,2014,17:05:00,BATTERY - SIMPLE ASSAULT,25,17.25
72174,2014,17:05:00,BURGLARY,4,17.25
72175,2014,17:05:00,BURGLARY FROM VEHICLE,2,17.25
72196,2014,17:05:00,THEFT OF IDENTITY,3,17.25
72205,2014,17:05:00,VEHICLE - STOLEN,3,17.25
72210,2014,17:06:00,THEFT OF IDENTITY,1,17.26
72211,2014,17:07:00,BURGLARY,1,17.27
72232,2014,17:00:00,BATTERY - SIMPLE ASSAULT,237,17.3
72240,2014,17:00:00,BURGLARY,175,17.3
72241,2014,17:00:00,BURGLARY FROM VEHICLE,203,17.3
72288,2014,17:00:00,THEFT OF IDENTITY,45,17.3
72298,2014,17:00:00,VEHICLE - STOLEN,189,17.3
72302,2014,17:01:00,BURGLARY FROM VEHICLE,1,17.31
72316,2014,17:03:00,THEFT OF IDENTITY,1,17.33
72320,2014,17:04:00,BURGLARY FROM VEHICLE,1,17.34
72326,2014,17:05:00,BATTERY - SIMPLE ASSAULT,16,17.35
72331,2014,17:05:00,BURGLARY,6,17.35
72332,2014,17:05:00,BURGLARY FROM VEHICLE,3,17.35
72347,2014,17:05:00,THEFT OF IDENTITY,3,17.35
72354,2014,17:05:00,VEHICLE - STOLEN,7,17.35
72357,2014,17:06:00,BURGLARY FROM VEHICLE,1,17.36
72359,2014,17:06:00,THEFT OF IDENTITY,1,17.36
72361,2014,17:06:00,VEHICLE - STOLEN,1,17.36
72362,2014,17:07:00,BATTERY - SIMPLE ASSAULT,1,17.37
72372,2014,17:00:00,BATTERY - SIMPLE ASSAULT,61,17.4
72378,2014,17:00:00,BURGLARY,17,17.4
72379,2014,17:00:00,BURGLARY FROM VEHICLE,8,17.4
72401,2014,17:00:00,THEFT OF IDENTITY,3,17.4
72410,2014,17:00:00,VEHICLE - STOLEN,8,17.4
72415,2014,17:01:00,BURGLARY,1,17.41
72418,2014,17:02:00,BATTERY - SIMPLE ASSAULT,1,17.42
72419,2014,17:02:00,THEFT OF IDENTITY,1,17.42
72432,2014,17:05:00,BATTERY - SIMPLE ASSAULT,92,17.45
72438,2014,17:05:00,BURGLARY,27,17.45
72439,2014,17:05:00,BURGLARY FROM VEHICLE,30,17.45
72469,2014,17:05:00,THEFT OF IDENTITY,9,17.45
72479,2014,17:05:00,VEHICLE - STOLEN,16,17.45
72482,2014,17:06:00,BURGLARY,1,17.46
72487,2014,17:08:00,BATTERY - SIMPLE ASSAULT,2,17.48
72490,2014,17:09:00,BURGLARY,1,17.49
72496,2014,17:00:00,BATTERY - SIMPLE ASSAULT,33,17.5
72501,2014,17:00:00,BURGLARY,12,17.5
72502,2014,17:00:00,BURGLARY FROM VEHICLE,12,17.5
72528,2014,17:00:00,THEFT OF IDENTITY,2,17.5
72536,2014,17:00:00,VEHICLE - STOLEN,7,17.5
72540,2014,17:01:00,BURGLARY,1,17.51
72543,2014,17:02:00,BURGLARY,1,17.52
72547,2014,17:02:00,VEHICLE - STOLEN,1,17.52
72553,2014,17:04:00,THEFT OF IDENTITY,1,17.54
72557,2014,17:05:00,BATTERY - SIMPLE ASSAULT,25,17.55
72562,2014,17:05:00,BURGLARY,5,17.55
72563,2014,17:05:00,BURGLARY FROM VEHICLE,2,17.55
72587,2014,17:05:00,THEFT OF IDENTITY,1,17.55
72593,2014,17:05:00,VEHICLE - STOLEN,6,17.55
72599,2014,17:07:00,BURGLARY,2,17.57
72604,2014,17:09:00,BURGLARY,1,17.59
72611,2014,18:00:00,BATTERY - SIMPLE ASSAULT,381,18.0
72621,2014,18:00:00,BURGLARY,416,18.0
72622,2014,18:00:00,BURGLARY FROM VEHICLE,640,18.0
72673,2014,18:00:00,THEFT OF IDENTITY,151,18.0
72684,2014,18:00:00,VEHICLE - STOLEN,681,18.0
72691,2014,18:02:00,BURGLARY,1,18.02
72692,2014,18:02:00,BURGLARY FROM VEHICLE,1,18.02
72711,2014,18:05:00,BATTERY - SIMPLE ASSAULT,14,18.05
72715,2014,18:05:00,BURGLARY,6,18.05
72716,2014,18:05:00,BURGLARY FROM VEHICLE,1,18.05
72733,2014,18:05:00,THEFT OF IDENTITY,6,18.05
72739,2014,18:05:00,VEHICLE - STOLEN,2,18.05
72742,2014,18:06:00,BATTERY - SIMPLE ASSAULT,1,18.06
72743,2014,18:06:00,BURGLARY FROM VEHICLE,1,18.06
72756,2014,18:08:00,THEFT OF IDENTITY,1,18.08
72765,2014,18:00:00,BATTERY - SIMPLE ASSAULT,50,18.1
72771,2014,18:00:00,BURGLARY,13,18.1
72772,2014,18:00:00,BURGLARY FROM VEHICLE,13,18.1
72797,2014,18:00:00,THEFT OF IDENTITY,2,18.1
72804,2014,18:00:00,VEHICLE - STOLEN,4,18.1
72811,2014,18:02:00,BURGLARY,1,18.12
72818,2014,18:03:00,BURGLARY,1,18.13
72830,2014,18:05:00,BATTERY - SIMPLE ASSAULT,86,18.15
72837,2014,18:05:00,BURGLARY,23,18.15
72838,2014,18:05:00,BURGLARY FROM VEHICLE,25,18.15
72866,2014,18:05:00,THEFT OF IDENTITY,5,18.15
72875,2014,18:05:00,VEHICLE - STOLEN,16,18.15
72890,2014,18:08:00,BATTERY - SIMPLE ASSAULT,1,18.18
72892,2014,18:08:00,BURGLARY,1,18.18
72895,2014,18:08:00,THEFT OF IDENTITY,1,18.18
72896,2014,18:08:00,VEHICLE - STOLEN,1,18.18
72905,2014,18:00:00,BATTERY - SIMPLE ASSAULT,59,18.2
72911,2014,18:00:00,BURGLARY,19,18.2
72912,2014,18:00:00,BURGLARY FROM VEHICLE,20,18.2
72940,2014,18:00:00,THEFT OF IDENTITY,5,18.2
72949,2014,18:00:00,VEHICLE - STOLEN,9,18.2
72953,2014,18:01:00,BURGLARY,1,18.21
72957,2014,18:02:00,BATTERY - SIMPLE ASSAULT,1,18.22
72958,2014,18:02:00,BURGLARY,1,18.22
72961,2014,18:03:00,BATTERY - SIMPLE ASSAULT,2,18.23
72962,2014,18:03:00,BURGLARY,1,18.23
72963,2014,18:03:00,BURGLARY FROM VEHICLE,1,18.23
72966,2014,18:03:00,VEHICLE - STOLEN,1,18.23
72969,2014,18:04:00,BURGLARY,1,18.24
72972,2014,18:04:00,THEFT OF IDENTITY,1,18.24
72975,2014,18:05:00,BATTERY - SIMPLE ASSAULT,28,18.25
72979,2014,18:05:00,BURGLARY,7,18.25
72980,2014,18:05:00,BURGLARY FROM VEHICLE,4,18.25
73007,2014,18:05:00,VEHICLE - STOLEN,2,18.25
73012,2014,18:07:00,BATTERY - SIMPLE ASSAULT,1,18.27
73023,2014,18:00:00,BATTERY - SIMPLE ASSAULT,257,18.3
73032,2014,18:00:00,BURGLARY,188,18.3
73033,2014,18:00:00,BURGLARY FROM VEHICLE,233,18.3
73077,2014,18:00:00,THEFT OF IDENTITY,46,18.3
73087,2014,18:00:00,VEHICLE - STOLEN,256,18.3
73092,2014,18:01:00,BURGLARY,1,18.31
73094,2014,18:01:00,THEFT OF IDENTITY,1,18.31
73097,2014,18:01:00,VEHICLE - STOLEN,1,18.31
73101,2014,18:03:00,BATTERY - SIMPLE ASSAULT,2,18.33
73104,2014,18:03:00,VEHICLE - STOLEN,1,18.33
73112,2014,18:05:00,BATTERY - SIMPLE ASSAULT,22,18.35
73116,2014,18:05:00,BURGLARY,4,18.35
73117,2014,18:05:00,BURGLARY FROM VEHICLE,4,18.35
73135,2014,18:05:00,THEFT OF IDENTITY,2,18.35
73142,2014,18:05:00,VEHICLE - STOLEN,2,18.35
73161,2014,18:00:00,BATTERY - SIMPLE ASSAULT,69,18.4
73167,2014,18:00:00,BURGLARY,18,18.4
73168,2014,18:00:00,BURGLARY FROM VEHICLE,12,18.4
73194,2014,18:00:00,THEFT OF IDENTITY,6,18.4
73203,2014,18:00:00,VEHICLE - STOLEN,11,18.4
73207,2014,18:01:00,BURGLARY FROM VEHICLE,1,18.41
73210,2014,18:02:00,BATTERY - SIMPLE ASSAULT,1,18.42
73216,2014,18:03:00,BURGLARY,1,18.43
73219,2014,18:04:00,BATTERY - SIMPLE ASSAULT,2,18.44
73220,2014,18:04:00,BURGLARY,1,18.44
73225,2014,18:04:00,THEFT OF IDENTITY,1,18.44
73231,2014,18:05:00,BATTERY - SIMPLE ASSAULT,87,18.45
73238,2014,18:05:00,BURGLARY,30,18.45
73239,2014,18:05:00,BURGLARY FROM VEHICLE,46,18.45
73270,2014,18:05:00,THEFT OF IDENTITY,8,18.45
73279,2014,18:05:00,VEHICLE - STOLEN,34,18.45
73286,2014,18:07:00,BATTERY - SIMPLE ASSAULT,1,18.47
73298,2014,18:00:00,BATTERY - SIMPLE ASSAULT,61,18.5
73305,2014,18:00:00,BURGLARY,14,18.5
73306,2014,18:00:00,BURGLARY FROM VEHICLE,13,18.5
73331,2014,18:00:00,THEFT OF IDENTITY,6,18.5
73339,2014,18:00:00,VEHICLE - STOLEN,8,18.5
73343,2014,18:01:00,BURGLARY,1,18.51
73346,2014,18:02:00,BURGLARY,2,18.52
73348,2014,18:02:00,THEFT OF IDENTITY,1,18.52
73358,2014,18:05:00,BATTERY - SIMPLE ASSAULT,19,18.55
73363,2014,18:05:00,BURGLARY,3,18.55
73364,2014,18:05:00,BURGLARY FROM VEHICLE,1,18.55
73379,2014,18:05:00,THEFT OF IDENTITY,2,18.55
73386,2014,18:05:00,VEHICLE - STOLEN,1,18.55
73396,2014,18:09:00,THEFT OF IDENTITY,1,18.59
73401,2014,19:00:00,BATTERY - SIMPLE ASSAULT,335,19.0
73410,2014,19:00:00,BURGLARY,331,19.0
73411,2014,19:00:00,BURGLARY FROM VEHICLE,632,19.0
73462,2014,19:00:00,THEFT OF IDENTITY,104,19.0
73474,2014,19:00:00,VEHICLE - STOLEN,754,19.0
73482,2014,19:02:00,BURGLARY,1,19.02
73492,2014,19:05:00,BATTERY - SIMPLE ASSAULT,20,19.05
73495,2014,19:05:00,BURGLARY,3,19.05
73496,2014,19:05:00,BURGLARY FROM VEHICLE,2,19.05
73512,2014,19:05:00,THEFT OF IDENTITY,3,19.05
73517,2014,19:05:00,VEHICLE - STOLEN,3,19.05
73520,2014,19:06:00,BURGLARY FROM VEHICLE,1,19.06
73522,2014,19:06:00,THEFT OF IDENTITY,1,19.06
73526,2014,19:07:00,BURGLARY,1,19.07
73533,2014,19:08:00,BURGLARY,3,19.08
73534,2014,19:08:00,THEFT OF IDENTITY,1,19.08
73544,2014,19:00:00,BATTERY - SIMPLE ASSAULT,41,19.1
73551,2014,19:00:00,BURGLARY,18,19.1
73552,2014,19:00:00,BURGLARY FROM VEHICLE,7,19.1
73573,2014,19:00:00,THEFT OF IDENTITY,4,19.1
73582,2014,19:00:00,VEHICLE - STOLEN,5,19.1
73595,2014,19:03:00,BURGLARY,1,19.13
73598,2014,19:03:00,THEFT OF IDENTITY,1,19.13
73601,2014,19:04:00,BATTERY - SIMPLE ASSAULT,1,19.14
73602,2014,19:04:00,BURGLARY,1,19.14
73609,2014,19:05:00,BATTERY - SIMPLE ASSAULT,108,19.15
73614,2014,19:05:00,BURGLARY,17,19.15
73615,2014,19:05:00,BURGLARY FROM VEHICLE,24,19.15
73645,2014,19:05:00,THEFT OF IDENTITY,4,19.15
73652,2014,19:05:00,VEHICLE - STOLEN,22,19.15
73657,2014,19:07:00,BURGLARY,1,19.17
73662,2014,19:08:00,BATTERY - SIMPLE ASSAULT,1,19.18
73663,2014,19:08:00,BURGLARY,1,19.18
73671,2014,19:00:00,BATTERY - SIMPLE ASSAULT,74,19.2
73679,2014,19:00:00,BURGLARY,8,19.2
73680,2014,19:00:00,BURGLARY FROM VEHICLE,19,19.2
73706,2014,19:00:00,THEFT OF IDENTITY,8,19.2
73714,2014,19:00:00,VEHICLE - STOLEN,11,19.2
73720,2014,19:02:00,BATTERY - SIMPLE ASSAULT,1,19.22
73722,2014,19:02:00,BURGLARY,1,19.22
73734,2014,19:05:00,BATTERY - SIMPLE ASSAULT,18,19.25
73739,2014,19:05:00,BURGLARY,4,19.25
73740,2014,19:05:00,BURGLARY FROM VEHICLE,5,19.25
73756,2014,19:05:00,THEFT OF IDENTITY,6,19.25
73762,2014,19:05:00,VEHICLE - STOLEN,4,19.25
73765,2014,19:06:00,BATTERY - SIMPLE ASSAULT,1,19.26
73767,2014,19:06:00,BURGLARY FROM VEHICLE,1,19.26
73785,2014,19:00:00,BATTERY - SIMPLE ASSAULT,276,19.3
73792,2014,19:00:00,BURGLARY,141,19.3
73793,2014,19:00:00,BURGLARY FROM VEHICLE,259,19.3
73836,2014,19:00:00,THEFT OF IDENTITY,47,19.3
73847,2014,19:00:00,VEHICLE - STOLEN,245,19.3
73864,2014,19:05:00,BATTERY - SIMPLE ASSAULT,24,19.35
73870,2014,19:05:00,BURGLARY,7,19.35
73871,2014,19:05:00,BURGLARY FROM VEHICLE,2,19.35
73887,2014,19:05:00,THEFT OF IDENTITY,2,19.35
73895,2014,19:05:00,VEHICLE - STOLEN,1,19.35
73898,2014,19:06:00,BATTERY - SIMPLE ASSAULT,1,19.36
73903,2014,19:06:00,THEFT OF IDENTITY,1,19.36
73908,2014,19:07:00,BATTERY - SIMPLE ASSAULT,2,19.37
73912,2014,19:07:00,THEFT OF IDENTITY,1,19.37
73915,2014,19:08:00,BURGLARY,1,19.38
73924,2014,19:09:00,VEHICLE - STOLEN,1,19.39
73929,2014,19:00:00,BATTERY - SIMPLE ASSAULT,72,19.4
73934,2014,19:00:00,BURGLARY,8,19.4
73935,2014,19:00:00,BURGLARY FROM VEHICLE,14,19.4
73971,2014,19:00:00,VEHICLE - STOLEN,15,19.4
73974,2014,19:01:00,BATTERY - SIMPLE ASSAULT,1,19.41
73980,2014,19:02:00,THEFT OF IDENTITY,1,19.42
73985,2014,19:03:00,VEHICLE - STOLEN,1,19.43
73992,2014,19:05:00,BATTERY - SIMPLE ASSAULT,90,19.45
74000,2014,19:05:00,BURGLARY,31,19.45
74001,2014,19:05:00,BURGLARY FROM VEHICLE,34,19.45
74030,2014,19:05:00,THEFT OF IDENTITY,4,19.45
74040,2014,19:05:00,VEHICLE - STOLEN,23,19.45
74047,2014,19:06:00,THEFT OF IDENTITY,2,19.46
74061,2014,19:00:00,BATTERY - SIMPLE ASSAULT,60,19.5
74066,2014,19:00:00,BURGLARY,13,19.5
74067,2014,19:00:00,BURGLARY FROM VEHICLE,8,19.5
74096,2014,19:00:00,THEFT OF IDENTITY,4,19.5
74106,2014,19:00:00,VEHICLE - STOLEN,7,19.5
74113,2014,19:02:00,BATTERY - SIMPLE ASSAULT,1,19.52
74128,2014,19:05:00,BATTERY - SIMPLE ASSAULT,19,19.55
74132,2014,19:05:00,BURGLARY,1,19.55
74133,2014,19:05:00,BURGLARY FROM VEHICLE,3,19.55
74154,2014,19:05:00,VEHICLE - STOLEN,1,19.55
74161,2014,19:06:00,THEFT OF IDENTITY,1,19.56
74167,2014,19:08:00,BATTERY - SIMPLE ASSAULT,1,19.58
74173,2014,19:09:00,BATTERY - SIMPLE ASSAULT,1,19.59
74179,2014,20:00:00,BATTERY - SIMPLE ASSAULT,334,20.0
74188,2014,20:00:00,BURGLARY,288,20.0
74189,2014,20:00:00,BURGLARY FROM VEHICLE,711,20.0
74243,2014,20:00:00,THEFT OF IDENTITY,99,20.0
74255,2014,20:00:00,VEHICLE - STOLEN,805,20.0
74260,2014,20:02:00,BATTERY - SIMPLE ASSAULT,1,20.02
74261,2014,20:02:00,BURGLARY,1,20.02
74263,2014,20:03:00,BURGLARY,1,20.03
74268,2014,20:04:00,THEFT OF IDENTITY,1,20.04
74274,2014,20:05:00,BATTERY - SIMPLE ASSAULT,20,20.05
74278,2014,20:05:00,BURGLARY,5,20.05
74279,2014,20:05:00,BURGLARY FROM VEHICLE,1,20.05
74298,2014,20:05:00,THEFT OF IDENTITY,1,20.05
74305,2014,20:05:00,VEHICLE - STOLEN,2,20.05
74317,2014,20:07:00,VEHICLE - STOLEN,1,20.07
74326,2014,20:00:00,BATTERY - SIMPLE ASSAULT,58,20.1
74331,2014,20:00:00,BURGLARY,7,20.1
74332,2014,20:00:00,BURGLARY FROM VEHICLE,8,20.1
74351,2014,20:00:00,THEFT OF IDENTITY,3,20.1
74359,2014,20:00:00,VEHICLE - STOLEN,5,20.1
74364,2014,20:01:00,BATTERY - SIMPLE ASSAULT,2,20.11
74368,2014,20:01:00,THEFT OF IDENTITY,2,20.11
74369,2014,20:01:00,VEHICLE - STOLEN,1,20.11
74382,2014,20:04:00,BATTERY - SIMPLE ASSAULT,2,20.14
74385,2014,20:04:00,BURGLARY,4,20.14
74386,2014,20:04:00,BURGLARY FROM VEHICLE,2,20.14
74398,2014,20:04:00,THEFT OF IDENTITY,4,20.14
74404,2014,20:05:00,BATTERY - SIMPLE ASSAULT,90,20.15
74411,2014,20:05:00,BURGLARY,18,20.15
74412,2014,20:05:00,BURGLARY FROM VEHICLE,20,20.15
74437,2014,20:05:00,THEFT OF IDENTITY,6,20.15
74447,2014,20:05:00,VEHICLE - STOLEN,22,20.15
74451,2014,20:06:00,BURGLARY,1,20.16
74461,2014,20:08:00,THEFT OF IDENTITY,1,20.18
74472,2014,20:00:00,BATTERY - SIMPLE ASSAULT,53,20.2
74477,2014,20:00:00,BURGLARY,14,20.2
74478,2014,20:00:00,BURGLARY FROM VEHICLE,11,20.2
74508,2014,20:00:00,THEFT OF IDENTITY,1,20.2
74517,2014,20:00:00,VEHICLE - STOLEN,15,20.2
74524,2014,20:02:00,THEFT OF IDENTITY,1,20.22
74533,2014,20:05:00,BATTERY - SIMPLE ASSAULT,23,20.25
74538,2014,20:05:00,BURGLARY,2,20.25
74539,2014,20:05:00,BURGLARY FROM VEHICLE,1,20.25
74563,2014,20:05:00,VEHICLE - STOLEN,5,20.25
